,Unnamed: 0,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid
415,415,FADY822100214370,G3M4R1,25-03-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,9999,9499,18%,Tier_2,6,0,Realme,Yes,2nd Wave
416,416,FAAAV92102773404,G3M4R1,03-06-2021 00:00,Andhra Pradesh,Nellore,Audio & Video,Headphones,4,1,299,284,18%,Tier_2,19,14,Boult,No,2nd Wave
417,417,FADAUP2111038204,G3M4R1,27-02-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.1,1,399,399,18%,Tier_2,11,11,boAt,No,No
418,418,FABP8P2100063878,G3M4R1,22-02-2021 00:00,Andhra Pradesh,Nellore,Beauty and Grooming,Hair Care and Accessory,4.1,1,265,265,18%,Tier_2,0,0,VLCC,Yes,No
419,419,FAEWOY2100195412,G3M4R1,18-02-2021 00:00,Andhra Pradesh,Nellore,Computers,Laptops,4.5,1,59990,56589,18%,Tier_2,6,0,Lenovo,Yes,No
420,420,FAG0R42100000093,G3M4R1,18-02-2021 00:00,Andhra Pradesh,Nellore,Computers,Gaming,4.3,1,179,179,18%,Tier_2,0,0,,Yes,No
421,421,FABTIT2100030442,G3M4R1,18-02-2021 00:00,Andhra Pradesh,Nellore,Gaming,Gaming Accessories,4.5,1,465,465,18%,Tier_2,0,0,Zebronics,Yes,No
422,422,FACOCO2100018975,G3M4R1,25-01-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.5,1,172,164,18%,Tier_2,5,0,Golimar,Yes,No
423,423,FADJOH2100005194,G3M4R1,26-03-2021 00:00,Andhra Pradesh,Nellore,Home Furnishing,Cushions & Pillows,4.2,1,1450,1305,12%,Tier_2,10,0,MY,Yes,2nd Wave
424,424,FAAAV92200140886,G3M4R1,17-04-2021 00:00,Telangana,Hyderabad,Audio & Video,Headphones,4.1,1,349,349,12%,Tier_1,0,0,Boult,No,2nd Wave
425,425,FAC9TA2200493948,G3M4R1,17-04-2021 00:00,Andhra Pradesh,Nellore,Wearable Smart Devices,Smart Bands,4.3,1,2379,2379,18%,Tier_2,0,0,OnePlus,No,2nd Wave
426,426,FAB0Q02101395680,G3M4R1,29-03-2021 00:00,Andhra Pradesh,Nellore,Food Products,Food Products,4.3,10,1165,765,5%,Tier_2,39,5,Grocery,No,2nd Wave
427,427,FADCG12200009914,G3M4R1,07-02-2021 00:00,Andhra Pradesh,Ongole,Mobiles & Accessories,Mobile Accessories,3.6,1,259,246,18%,Tier 3,6,0,Mast,Yes,No
428,428,FAE0CT2200042584,G3M4R1,29-06-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,11999,11613,18%,Tier_2,4,0,Realme,No,No
429,429,EAAAAC-01164367,G3M4R1,08-02-2021 00:00,Andhra Pradesh,Nellore,Home Entertainment,Home Entertainment,4.4,1,399,387,18%,Tier_2,4,0,Disney+,Yes,No
430,430,FACO1T2200008073,G3M4R1,27-06-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,3.6,1,199,199,18%,Tier_2,0,0,OPlanet,Yes,No
431,431,FAD6F02200077405,G3M4R1,18-06-2021 00:00,Andhra Pradesh,Nellore,Audio & Video,Headphones,4.2,1,149,149,18%,Tier_2,0,0,MINISO,No,No
432,432,FABZDH2200276240,G3M4R1,17-06-2021 00:00,Andhra Pradesh,Nellore,Home Lighting,Utility Lighting,4.2,1,305,214,12%,Tier_2,30,0,WIPRO,No,No
433,433,FAE4QY2200005443,G3M4R1,16-06-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,15999,14563,18%,Tier_2,9,0,Realme,Yes,No
434,434,FAD4KE2200012396,G3M4R1,14-06-2021 00:00,Andhra Pradesh,Nellore,Home & Kitchen,Home Appliances,3.8,1,9299,8349,18%,Tier_2,11,0,Hindware,Yes,No
435,435,FAETLP2202011597,G3M4R1,06-12-2020 00:00,Andhra Pradesh,Nellore,Wearable Smart Devices,Smart Watches,4.1,1,12999,11699,18%,Tier_2,11,0,huami,No,No
436,436,FAD6NR2200013653,G3M4R1,06-05-2021 00:00,Andhra Pradesh,Nellore,Health Care,Home Medical Supplies,4.1,1,339,322,5%,Tier_2,6,0,Nea,Yes,2nd Wave
437,437,FAEWJW2200110817,G3M4R1,06-01-2021 00:00,Andhra Pradesh,Nellore,Clothing and Accessories,Topwear,3.2,2,518,424,5%,Tier_2,19,0,METRONAUT,No,No
438,438,FAEAOH2200109774,G3M4R1,06-01-2021 00:00,Andhra Pradesh,Nellore,Clothing and Accessories,Topwear,4.2,1,279,228,5%,Tier_2,19,0,METRONAUT,No,No
439,439,FAAESY2200004884,G3M4R1,24-05-2021 00:00,Andhra Pradesh,Nellore,Furniture,Mattresses,4,1,3349,2993,18%,Tier_2,11,0,Sleep,No,2nd Wave
440,440,FADY582200019071,G3M4R1,05-05-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,8999,8099,18%,Tier_2,11,0,Realme,Yes,2nd Wave
441,441,FABLXY2200012453,G3M4R1,23-04-2021 00:00,Andhra Pradesh,Nellore,Beauty and Grooming,Body & Face Skin Care,4.2,1,350,350,18%,Tier_2,0,0,VLCC,No,2nd Wave
442,442,FAA46E2200043804,G3M4R1,07-08-2021 00:00,Andhra Pradesh,Nellore,Automotive Accessories,Helmets and Riding Gear,4,1,126,120,5%,Tier_2,0,0,AutoKraftZ,Yes,No
443,443,FACTGF2200005005,G3M4R1,07-11-2020 00:00,Andhra Pradesh,Nellore,Furniture,Mattresses,4.3,1,14599,13139,18%,Tier_2,11,0,SleepX,No,No
444,444,FACE292200032599,G3M4R1,31-08-2021 00:00,Andhra Pradesh,Nellore,Health Care,Home Medical Supplies,4,1,219,219,5%,Tier_2,0,0,Wildcraft,No,No
445,445,FABLXY2200073500,G3M4R1,09-12-2020 00:00,Andhra Pradesh,Nellore,Beauty and Grooming,Hair Care and Accessory,4.3,1,269,269,18%,Tier_2,0,0,2,No,No
446,446,FAAWUO2200146314,G3M4R1,13-09-2021 00:00,Andhra Pradesh,Nellore,Health Care,Home Medical Supplies,3.9,1,199,199,5%,Tier_2,0,0,LOIS,No,No
447,447,FAGV7O2200003961,G3M4R1,22-09-2021 00:00,Andhra Pradesh,Nellore,Footwear,Men's Footwear,4.5,1,2690,2421,18%,Tier_2,10,0,LI-NING,No,No
448,448,FAE1FU2200029974,G3M4R1,25-09-2021 00:00,Andhra Pradesh,Nellore,Health Care,Home Medical Supplies,4.2,1,99,99,5%,Tier_2,0,0,Gear,No,No
449,449,FAD01W2200027941,G3M4R1,29-09-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.4,1,13990,12161,18%,Tier_2,14,0,OPPO,No,No
450,450,FFLD2190601137121,G3M4R2,23-10-2019 00:00,Goa,South Goa,Mobiles & Accessories,Mobiles,4.2,1,6300,6300,5%,Tier 3,0,0,Moto,No,No
451,451,FADZ0V2100052238,G3M4R2,17-07-2020 00:00,Goa,South Goa,Audio & Video,Headphones,3.9,1,3999,3969,18%,Tier 3,1,0,JBL,No,1st Wave
452,452,FABA6P2000012969,G3M4R2,28-05-2019 00:00,Goa,South Goa,Mobiles & Accessories,Mobiles,3.4,1,24999,24999,12%,Tier 3,0,0,Asus,Yes,No
453,453,FARQ5K3000012334,G3M4R2,21-04-2020 00:00,Goa,South Goa,Computers,Laptop Accessories,3,1,149,249,5%,Tier 3,0,68,Print,No,1st Wave
454,454,FAAD5K3976012244,G3M4R2,21-04-2020 00:00,Goa,South Goa,Computers,Laptop Accessories,4.2,1,310,310,5%,Tier 3,0,0,,No,1st Wave
455,455,FABZDH1900725726,G3M4R3,27-12-2019 00:00,Kerala,Thiruvananthapuram,Mobiles & Accessories,Mobile Accessories,3.9,1,159,127,12%,Tier_2,21,0,Flipkart,No,No
456,456,FABSKW1900014541,G3M4R3,27-12-2019 00:00,Kerala,Thiruvananthapuram,Mobiles & Accessories,Mobile Accessories,3.7,1,219,219,18%,Tier_2,0,0,Knotyy,No,No
457,457,FAEJIE2200007266,G3M4R4,17-06-2021 00:00,Karnataka,Bengaluru,Books,Books,4.5,1,158,158,0%,Tier_1,0,0,Rich,No,No
458,458,FAEJIE2200007267,G3M4R4,17-06-2021 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,264,264,0%,Tier_1,0,0,Combo,No,No
459,459,FADATN2200022002,G3M4R4,17-06-2021 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,315,315,0%,Tier_1,0,0,Midnight's,No,No
460,460,FADQ9T2200071533,G3M4R4,17-06-2021 00:00,Karnataka,Bengaluru,Books,Books,4.5,1,99,99,0%,Tier_1,0,0,Books,No,No
461,461,FABVTM2200012381,G3M4R4,05-09-2021 00:00,Karnataka,Bengaluru,Beauty and Grooming,Body & Face Skin Care,4.3,1,720,720,18%,Tier_1,0,0,Cetaphil,No,No
462,462,FADBI72100062315,G3M4R4,23-06-2020 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,706,635,0%,Tier_1,11,0,How,No,1st Wave
463,463,FADAVO2100064355,G3M4R4,23-06-2020 00:00,Karnataka,Bengaluru,Books,Books,4.5,1,804,723,0%,Tier_1,11,0,How,No,1st Wave
464,464,FAB2Y72100018466,G3M4R4,23-06-2020 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,501,451,0%,Tier_1,10,0,,No,1st Wave
465,465,FAAVNW2100003807,G3M4R4,23-06-2020 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,150,198,0%,Tier_1,0,39,Word,No,1st Wave
466,466,FACK4J2100027935,G3M4R4,23-06-2020 00:00,Karnataka,Bengaluru,Books,Books,4.3,1,313,313,0%,Tier_1,0,0,Face,No,1st Wave
467,467,FABAOS1900389689,G3M4R4,18-12-2019 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobiles,4.3,1,14999,14999,12%,Tier_1,0,0,Asus,No,No
468,468,FABAVN1900296841,G3M4R4,28-11-2019 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobiles,4.5,1,5999,5999,12%,Tier_1,0,0,Redmi,No,No
469,469,FFLD20191200448662,G3M4R4,20-12-2019 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobiles,3.2,1,10499,10499,5%,Tier_1,0,0,Moto,No,No
470,470,FAB277406881424540,G3M4R4,10-06-2019 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,2.3,1,390,390,5%,Tier_1,0,0,Circle,No,No
471,471,FAA1081800039972,G3M4R5,28-06-2020 00:00,Karnataka,Mysore,Health & Personal Care Appliances,Personal Care Appliances,3.3,1,239,239,18%,Tier_2,0,0,Bi,No,1st Wave
472,472,FAAAAB1801562441,G3M4R5,07-06-2020 00:00,Karnataka,Mysore,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,1699,1699,28%,Tier_2,0,0,Philips,No,1st Wave
473,473,FADN9P2000000002,G3M4R5,12-11-2019 00:00,Karnataka,Mysore,Books,Books,4.7,1,384,384,0%,Tier_2,0,0,becoming,No,No
474,474,FAAYDG2100034288,G3M4R5,22-12-2020 00:00,Karnataka,Mysore,Books,Books,4.6,1,468,498,0%,Tier_2,0,7,Six,No,No
475,475,FAGO0U2200000242,G3M4R5,06-08-2021 00:00,Karnataka,Mysore,Books,Books,4.4,1,175,175,0%,Tier_2,0,0,ATOMIC,Yes,No
476,476,FAHNRW2200000712,G3M4R5,06-08-2021 00:00,Karnataka,Mysore,Books,Books,4.6,1,200,200,0%,Tier_2,0,0,Tuesdays,Yes,No
477,477,FAAAWR1800926156,G3M4R6,15-07-2020 00:00,Telangana,Hyderabad,Audio & Video,Headphones,4,1,669,669,18%,Tier_1,0,0,Skullcandy,No,1st Wave
478,478,FAAWHX1800049127,G3M4R6,07-05-2020 00:00,Telangana,Hyderabad,Mobiles & Accessories,Mobile Accessories,3.6,1,299,290,18%,Tier_1,16,13,S-Gripline,No,1st Wave
479,479,F0YQG03118-00603911,G3M4R6,16-06-2020 00:00,Telangana,Hyderabad,Mobiles & Accessories,Mobiles,4.4,1,10999,10999,18%,Tier_1,0,0,Redmi,No,1st Wave
480,480,FABA6Q1800014981,G3M4R6,31-08-2020 00:00,Telangana,Hyderabad,Mobiles & Accessories,Mobiles,4.5,1,6999,6999,18%,Tier_1,0,0,Redmi,No,1st Wave
481,481,FABA6D1800103649,G3M4R6,23-09-2020 00:00,Telangana,Hyderabad,Mobiles & Accessories,Mobiles,4.4,1,12999,12999,18%,Tier_1,0,0,Redmi,No,1st Wave
482,482,FAA0QY1800006551,G3M4R7,16-11-2017 00:00,Andhra Pradesh,Nellore,Clothing and Accessories,Beauty and Grooming,3.5,1,393,458,5%,Tier_2,0,17,Mosquito,No,No
483,483,FAAABW1805812143,G3M4R7,14-03-2020 00:00,Andhra Pradesh,Nellore,Footwear,Women's Footwear,4.2,1,674,640,18%,Tier_2,6,0,Sparx,No,No
484,484,FABA6D1900202662,G3M4R7,21-06-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.5,1,5999,5999,12%,Tier_2,0,0,Redmi,No,1st Wave
485,485,FAAUZA1900000345,G3M4R7,10-07-2020 00:00,Andhra Pradesh,Nellore,Home Furnishing,Floor Coverings,3.6,1,438,478,18%,Tier_2,0,10,Winner,Yes,1st Wave
486,486,FABWZG1900032646,G3M4R7,11-09-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4,1,258,258,12%,Tier_2,0,0,Cafune,No,1st Wave
487,487,FAABCG2000020452,G3M4R7,12-09-2019 00:00,Andhra Pradesh,Nellore,Health & Personal Care Appliances,Personal Care Appliances,4,1,399,429,18%,Tier_2,0,8,Nova,No,No
488,488,FABY3F2000125334,G3M4R7,26-11-2019 00:00,Andhra Pradesh,Nellore,Computers,Software,4.4,2,1998,1998,18%,Tier_2,0,0,K7,No,No
489,489,FABBG92000041879,G3M4R7,19-09-2019 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.2,1,6999,6999,12%,Tier_2,0,0,Infinix,No,No
490,490,FAB1FU2200833592,G3M4R8,10-03-2021 00:00,West Bengal,Chittaranjan,Exercise & Fitness,Fitness Accessories,4.1,1,329,369,18%,Tier 3,0,13,CORE,No,No
491,491,FAC9TA2205685030,G3M4R8,10-03-2021 00:00,West Bengal,Chittaranjan,Home & Kitchen,Kitchen Appliances,4.3,1,999,999,18%,Tier 3,0,0,KENT,No,No
492,492,FAC2J92100011441,G3M4R8,08-03-2020 00:00,West Bengal,Chittaranjan,Mobiles & Accessories,Mobile Accessories,5,1,233,273,18%,Tier 3,0,18,Crafter,No,No
493,493,FAA4QV2000041737,G3M4R9,20-12-2019 00:00,Karnataka,Bengaluru,Beauty and Grooming,Body & Face Skin Care,4.2,1,175,175,18%,Tier_1,0,0,Healthvit,No,No
494,494,FAAAAB2006225859,G3M4R9,21-12-2019 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobile Accessories,4.1,1,149,149,18%,Tier_1,0,0,Ambrane,No,No
495,495,FABZDC2003849685,G3M4R9,23-12-2019 00:00,Karnataka,Bengaluru,Footwear,Men's Footwear,4.1,1,779,779,5%,Tier_1,0,0,Bata,Yes,No
496,496,FAAO0L2000307405,G3M4R9,18-01-2020 00:00,Karnataka,Bengaluru,Books,Books,4.5,1,146,146,0%,Tier_1,28,28,Train,No,No
497,497,FAAAAZ2003915499,G3M4R9,18-01-2020 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,4.2,1,999,999,18%,Tier_1,0,0,boAt,No,No
498,498,FAAAAZ2003949958,G3M4R9,19-01-2020 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,4.3,1,369,369,18%,Tier_1,11,11,boAt,No,No
499,499,FAAOZK2000379579,G3M4R9,20-01-2020 00:00,Karnataka,Bengaluru,Books,Books,4.8,1,200,200,0%,Tier_1,20,20,ALCHEMIST,Yes,No
500,500,FAB4ML2000024833,G3M4R9,02-04-2020 00:00,Karnataka,Bengaluru,Health Care,Home Medical Supplies,4.3,1,149,149,12%,Tier_1,0,0,Bodyguard,No,1st Wave
501,501,FABYEB2000005837,G3M4R9,27-02-2020 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobile Accessories,4.2,1,228,228,18%,Tier_1,0,0,Spicesun,No,No
502,502,FABZDC2004668737,G3M4R9,03-02-2020 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobile Accessories,4.1,1,219,219,18%,Tier_1,0,0,Ambrane,No,No
503,503,FABQ2X2000115297,G3M4R9,03-11-2020 00:00,Karnataka,Bengaluru,Health Care,Health Supplements,4.2,1,1104,1104,18%,Tier_1,0,0,,Yes,No
504,504,FAA8Y62100002655,G3M4R9,07-08-2020 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,599,649,0%,Tier_1,0,9,Engineering,Yes,1st Wave
505,505,FAAOZK2100082206,G3M4R9,27-07-2020 00:00,Karnataka,Bengaluru,Books,Books,4.5,1,576,576,0%,Tier_1,0,0,Indian,No,1st Wave
506,506,FABZDH2101109639,G3M4R9,20-08-2020 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,4.1,1,399,384,18%,Tier_1,14,11,Boult,No,1st Wave
507,507,FABXI62100143897,G3M4R9,30-08-2020 00:00,Karnataka,Bengaluru,Books,Books,4.4,1,235,283,0%,Tier_1,0,21,A,No,1st Wave
508,508,FAD0YX2100483049,G3M4R9,13-11-2020 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,3.9,1,549,549,18%,Tier_1,0,0,JBL,Yes,No
509,509,FAAAWR2103819689,G3M4R9,20-02-2021 00:00,Karnataka,Bengaluru,Computers,Laptop Accessories,4.5,1,529,529,18%,Tier_1,0,0,Logitech,Yes,No
510,510,FAEWI72200054396,G3M4R9,04-02-2021 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,4.1,1,1349,1349,18%,Tier_1,0,0,INFINITY,Yes,No
511,511,FACHRW2200020446,G3M4R9,21-05-2021 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobile Accessories,4.3,1,161,161,18%,Tier_1,0,0,EASYBIZZ,No,2nd Wave
512,512,FADZYJ2200154288,G3M4R9,15-06-2021 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,4.2,1,1099,999,18%,Tier_1,10,0,boAt,Yes,No
513,513,FAAFEK2200051024,G3M4R9,20-06-2021 00:00,Karnataka,Bengaluru,Beauty and Grooming,Hair Care and Accessory,4.4,1,295,328,12%,Tier_1,0,12,Abbott,No,No
514,514,FAES882200000606,G3M4R9,23-06-2021 00:00,Karnataka,Bengaluru,Pens & Stationery,Pens & Stationery,4.1,1,245,305,12%,Tier_1,0,25,Natraj,No,No
515,515,FAETLP2203029546,G3M4R9,13-07-2021 00:00,Karnataka,Bengaluru,Pens & Stationery,Pens & Stationery,5,1,460,460,12%,Tier_1,0,0,Classmate,No,No
516,516,FADZ4P2200101679,G3M4R9,29-07-2021 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,4.3,1,399,399,18%,Tier_1,0,0,boAt,Yes,No
517,517,FAETLP2203825459,G3M4R9,08-04-2021 00:00,Karnataka,Bengaluru,Pens & Stationery,Pens & Stationery,5,1,408,408,5%,Tier_1,0,0,Classmate,No,2nd Wave
518,518,FABZDH2200404745,G3M4R9,08-04-2021 00:00,Karnataka,Bengaluru,Health Care,Health Supplements,4,1,294,294,18%,Tier_1,0,0,HEALTHKART,No,2nd Wave
519,519,FAFG3R2200001439,G3M4R9,08-06-2021 00:00,Karnataka,Bengaluru,Computers,Network Components,4,1,449,449,18%,Tier_1,0,0,Sadow,No,No
520,520,FAETLP2204136664,G3M4R9,08-11-2020 00:00,Karnataka,Bengaluru,Computers,Network Components,4.5,1,799,799,18%,Tier_1,0,0,TP-Link,No,No
521,521,FACENV2200229333,G3M4R9,09-09-2021 00:00,Karnataka,Bengaluru,Mobiles & Accessories,Mobile Accessories,4.1,1,129,129,18%,Tier_1,0,0,CaseRepublic,Yes,No
522,522,FAH23L2200001970,G3M4R9,14-09-2021 00:00,Karnataka,Bengaluru,Beauty and Grooming,Body & Face Skin Care,4.3,1,521,521,18%,Tier_1,0,0,Minimalist,No,No
523,523,FAEWJX2200808861,G3M4R9,10-01-2021 00:00,Karnataka,Bengaluru,Health & Personal Care Appliances,Personal Care Appliances,4.4,1,1949,1799,18%,Tier_1,8,0,PHILIPS,No,No
524,524,FF21021913120424,G3M5R1,19-02-2021 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,3,13152,12792,0%,Tier_2,3,0,Flipkart,Yes,No
525,525,FF2003176244279,G3M5R1,17-03-2020 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,1,5675,5388,0%,Tier_2,6,0,Flipkart,No,No
526,526,FF21063015967155,G3M5R1,30-06-2021 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,2,10638,9692,0%,Tier_2,9,0,Flipkart,No,No
527,527,FF21070316028790,G3M5R1,06-03-2021 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,1,5319,5214,0%,Tier_2,2,0,Flipkart,No,No
528,528,FF2107031202\4790,G3M5R1,19-03-2020 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,2,10599,9820,0%,Tier_2,8,0,Flipkart,No,No
529,529,FF21030613551474,G3M5R1,03-06-2021 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,1,6870,5950,0%,Tier_2,14,0,Flipkart,No,2nd Wave
530,530,FF2003176244279,G3M5R1,19-03-2020 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,1,5955,5388,0%,Tier_2,10,0,Flipkart,No,No
531,531,FF2003176232406,G3M5R1,20-03-2020 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,2,10879,9820,0%,Tier_2,10,0,Flipkart,Yes,No
532,532,FF21063015967155,G3M5R1,07-01-2021 00:00,Chhattisgarh,Bilaspur,Flight,Flight,4.3,2,11198,9898,0%,Tier_2,14,0,Flipkart,No,No
533,533,FAAAOC2102384058,G3M5R2,12-10-2020 00:00,Jammu,Jammu,Audio & Video,Headphones,4.1,1,999,999,18%,Tier_2,0,0,boAt,No,1st Wave
534,534,FACPV92100005546,G3M5R2,06-10-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,3.9,1,229,229,18%,Tier_2,0,0,CareFone,No,1st Wave
535,535,FAAAE82100397753,G3M5R2,07-11-2020 00:00,Jammu,Jammu,Home & Kitchen,Home Appliances,4.2,1,994,994,18%,Tier_2,0,0,Crompton,No,No
536,536,FAAAOC2101741456,G3M5R2,29-10-2020 00:00,Jammu,Jammu,Beauty and Grooming,Body & Face Skin Care,4.5,2,252,216,18%,Tier_2,15,0,Dettol,No,1st Wave
537,537,FAEJU42200000116,G3M5R2,04-11-2020 00:00,Jammu,Jammu,"Kitchen, Cookware & Serveware","Lunch Boxes, Bottles and Flasks",4.4,1,1287,1287,18%,Tier_2,0,0,DUBBLIN,No,No
538,538,FAELXC2100003980,G3M5R2,28-09-2020 00:00,Jammu,Jammu,Home & Kitchen,Kitchen Appliances,3.7,1,399,399,18%,Tier_2,0,0,dyrectdeals,No,1st Wave
539,539,FABX2H2100148266,G3M5R2,23-09-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,4.4,1,139,125,18%,Tier_2,11,0,Flipkart,No,1st Wave
540,540,FABP482100014745,G3M5R2,06-10-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,4.6,1,179,179,18%,Tier_2,0,0,Flipkart,No,1st Wave
541,541,FAD4ZY2100042645,G3M5R2,06-10-2020 00:00,Jammu,Jammu,"Kitchen, Cookware & Serveware","Lunch Boxes, Bottles and Flasks",4.5,2,258,258,18%,Tier_2,0,0,Flipkart,No,1st Wave
542,542,FAD4ZY2100042669,G3M5R2,06-10-2020 00:00,Jammu,Jammu,Clothing and Accessories,Automotive Accessories,4.4,1,549,594,18%,Tier_2,0,9,Glass,No,1st Wave
543,543,FAEWJX2101173353,G3M5R2,02-10-2021 00:00,Jammu,Jammu,Automation & Robotics,Smart Assistants,3.4,1,4999,499,0%,Tier_2,91,0,Google,No,No
544,544,FABXDE2100106881,G3M5R2,29-10-2020 00:00,Jammu,Jammu,Home Cleaning & Bathroom Accessories,HouseHold Supplies,4.2,1,399,339,12%,Tier_2,16,0,HIT,No,1st Wave
545,545,FADPB92100029960,G3M5R2,01-01-2021 00:00,Jammu,Jammu,"Kitchen, Cookware & Serveware",Outdoor Cooking,4.2,1,1399,1399,12%,Tier_2,0,0,Hotline,No,No
546,546,SAAAGE1900004431,G3M5R2,09-03-2018 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,4.1,1,100,100,18%,Tier_2,0,0,Freight,No,No
547,547,FAAXNJ2000531651,G3M5R2,23-04-2019 00:00,Jammu,Jammu,Mobiles & Accessories,Mobiles,4.5,1,11999,11999,12%,Tier_2,0,0,Redmi,Yes,No
548,548,FADNQR2100010985,G3M5R2,06-10-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,3.9,1,199,199,18%,Tier_2,0,0,KWINE,No,1st Wave
549,549,FADAUP2102034968,G3M5R2,23-10-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobiles,4.2,1,1564,1564,18%,Tier_2,0,0,Lava,No,1st Wave
550,550,FADAUP2106034968,G3M5R2,29-10-2020 00:00,Jammu,Jammu,Beauty and Grooming,Hair Care and Accessory,4.4,1,481,408,18%,Tier_2,16,0,L'Oreal,No,1st Wave
551,551,FADZZB2100140117,G3M5R2,06-08-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,2.4,1,229,229,18%,Tier_2,0,0,Mi,No,1st Wave
552,552,FAB0D62100058098,G3M5R2,07-06-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobiles,4,1,16999,16999,18%,Tier_2,0,0,Motorola,No,1st Wave
553,553,FAA1AH2100262738,G3M5R2,12-12-2020 00:00,Jammu,Jammu,Health Care,Health Supplements,4.1,1,594,594,5%,Tier_2,0,0,MuscleBlaze,No,No
554,554,FAEIHF2100480390,G3M5R2,17-11-2020 00:00,Jammu,Jammu,Footwear,Men's Footwear,4.4,1,3371,3371,18%,Tier_2,0,0,Nike,No,No
555,555,SPBF6F4EUEHXK8DP,G3M5R2,26-04-2021 00:00,Jammu,Jammu,Exercise & Fitness,Fitness Accessories,4.2,1,249,249,18%,Tier_2,0,0,NIVIA,No,2nd Wave
556,556,FABTL32100016050,G3M5R2,07-06-2020 00:00,Jammu,Jammu,Home Improvement,Home Utilities and Organizers,3.9,1,1599,1599,12%,Tier_2,0,0,TNC,No,1st Wave
557,557,FABGFU2100001120,G3M5R2,06-10-2020 00:00,Jammu,Jammu,Automotive Accessories,Health Care,4.2,1,130,182,12%,Tier_2,0,40,LCD,No,1st Wave
558,558,FABDY82100001529,G3M5R2,06-10-2020 00:00,Jammu,Jammu,Beauty and Grooming,"Kitchen, Cookware & Serveware",4,1,139,204,18%,Tier_2,0,47,SWAB,No,1st Wave
559,559,FAAXNJ2102665937,G3M5R2,29-10-2020 00:00,Jammu,Jammu,Beauty and Grooming,Fragrances,4.3,1,382,324,18%,Tier_2,16,0,Secret,No,1st Wave
560,560,FAC7XD2103895880,G3M5R2,18-10-2020 00:00,Jammu,Jammu,Wearable Smart Devices,Smart Watches,4.1,1,2999,2999,18%,Tier_2,0,0,Realme,Yes,1st Wave
